MATRICULA,SIT._LIG_AGUA,SIT._LIG_ESGOTO,NUMERO_HIDROMETRO,TIPO_HIDROMETRO,MARCA_HIDROMETRO,CAPACIDADE_HIDROMETRO,DIAMETRO_HIDROMETRO,CLASSE_METROLOGICA,DATA_INSTALACAO_HIDROMETRO,CATEGORIA_PRINCIPAL,NUMERO_ECONOMIAS_RES,NUMERO_ECONOMIAS_COM,NUMERO_ECONOMIAS_IND,NUMERO_ECONOMIAS_PUB,VOLUME_LIDO,VOLUME_REAL,VOLUME_FATURADO,VALOR_AGUA,VALOR_ESGOTO,VALOR_SERVICOS,VALOR_IMPOSTOS,VALOR_DESCONTOS,VALOR_TOTAL,VOLUME_LIDO_01,VOLUME_REAL_01,VOLUME_FATURADO_01,VALOR_AGUA_01,VALOR_ESGOTO_01,VALOR_SERVICOS_01,VALOR_IMPOSTOS_01,VALOR_DESCONTOS_01,VALOR_TOTAL_01,VOLUME_LIDO_02,VOLUME_REAL_02,VOLUME_FATURADO_02,VALOR_AGUA_02,VALOR_ESGOTO_02,VALOR_SERVICOS_02,VALOR_IMPOSTOS_02,VALOR_DESCONTOS_02,VALOR_TOTAL_02,VOLUME_LIDO_03,VOLUME_REAL_03,VOLUME_FATURADO_03,VALOR_AGUA_03,VALOR_ESGOTO_03,VALOR_SERVICOS_03,VALOR_IMPOSTOS_03,VALOR_DESCONTOS_03,VALOR_TOTAL_03,VOLUME_LIDO_04,VOLUME_REAL_04,VOLUME_FATURADO_04,VALOR_AGUA_04,VALOR_ESGOTO_04,VALOR_SERVICOS_04,VALOR_IMPOSTOS_04,VALOR_DESCONTOS_04,VALOR_TOTAL_04,VOLUME_LIDO_05,VOLUME_REAL_05,VOLUME_FATURADO_05,VALOR_AGUA_05,VALOR_ESGOTO_05,VALOR_SERVICOS_05,VALOR_IMPOSTOS_05,VALOR_DESCONTOS_05,VALOR_TOTAL_05,VOLUME_LIDO_06,VOLUME_REAL_06,VOLUME_FATURADO_06,VALOR_AGUA_06,VALOR_ESGOTO_06,VALOR_SERVICOS_06,VALOR_IMPOSTOS_06,VALOR_DESCONTOS_06,VALOR_TOTAL_06,VOLUME_LIDO_07,VOLUME_REAL_07,VOLUME_FATURADO_07,VALOR_AGUA_07,VALOR_ESGOTO_07,VALOR_SERVICOS_07,VALOR_IMPOSTOS_07,VALOR_DESCONTOS_07,VALOR_TOTAL_07,VOLUME_LIDO_08,VOLUME_REAL_08,VOLUME_FATURADO_08,VALOR_AGUA_08,VALOR_ESGOTO_08,VALOR_SERVICOS_08,VALOR_IMPOSTOS_08,VALOR_DESCONTOS_08,VALOR_TOTAL_08,VOLUME_LIDO_09,VOLUME_REAL_09,VOLUME_FATURADO_09,VALOR_AGUA_09,VALOR_ESGOTO_09,VALOR_SERVICOS_09,VALOR_IMPOSTOS_09,VALOR_DESCONTOS_09,VALOR_TOTAL_09,VOLUME_LIDO_10,VOLUME_REAL_10,VOLUME_FATURADO_10,VALOR_AGUA_10,VALOR_ESGOTO_10,VALOR_SERVICOS_10,VALOR_IMPOSTOS_10,VALOR_DESCONTOS_10,VALOR_TOTAL_10,VOLUME_LIDO_11,VOLUME_REAL_11,VOLUME_FATURADO_11,VALOR_AGUA_11,VALOR_ESGOTO_11,VALOR_SERVICOS_11,VALOR_IMPOSTOS_11,VALOR_DESCONTOS_11,VALOR_TOTAL_11,VOLUME_LIDO_12,VOLUME_REAL_12,VOLUME_FATURADO_12,VALOR_AGUA_12,VALOR_ESGOTO_12,VALOR_SERVICOS_12,VALOR_IMPOSTOS_12,VALOR_DESCONTOS_12,VALOR_TOTAL_12,CAPACIDADE_HIDROMETRO_NUM,DATA_INSTALACAO_HIDROMETRO_DT,IDADE_HIDRO_ANOS,RECEITA_TOTAL_12M,VOLUME_TOTAL_12M,MESES_DADOS_AUSENTES,MESES_CONSUMO_ZERO,DIVERGENCIA_VOL,FLAG_ANOMALIA_LEITURA,FLAG_SEM_HIDROMETRO,FLAG_CONSUMO_ZERO,MEDIA_VOL_12M,STD_VOL_12M,FLAG_OUTLIER_EXTREMO,FLAG_DADOS_INCOMPLETOS,SCORE_PRIORIDADE,RECEITA_POTENCIAL_SUBMED,FLAG_CONSUMO_CONSTANTE,FLAG_CONSUMO_IMPLAUSIVEL,VALOR_TOTAL_CALCULADO,DIFERENCA_FATURAMENTO,FLAG_INCONSIST_FATURAMENTO,FLAG_FATURADO_MENOR_REAL,FLAG_VOLUME_LIDO_NEGATIVO,FLAG_VOLUME_REAL_NEGATIVO,FLAG_VOLUME_FATURADO_NEGATIVO,FLAG_VALOR_AGUA_NEGATIVO,FLAG_VALOR_ESGOTO_NEGATIVO,FLAG_VALOR_SERVICOS_NEGATIVO,FLAG_VALOR_IMPOSTOS_NEGATIVO,FLAG_VALOR_DESCONTOS_NEGATIVO,FLAG_VALOR_TOTAL_NEGATIVO,FLAG_VOLUME_NEGATIVO,FLAG_VALOR_NEGATIVO,FLAG_ATIVA_SEM_RECEITA,FLAG_SEM_CATEGORIA,FLAG_DATA_INVALIDA,TOTAL_ECONOMIAS,FLAG_ZERO_ECONOMIAS,FLAG_REAL_MAIOR_LIDO
1219704-1,ATIVA,ATIVA,Y22S490242,UNIJATO,MARCA A,"1,6",3/4,CLASSE B,20/02/2024,RESIDENCIAL,1.0,0.0,0.0,0.0,18.0,18.0,18.0,128.01,102.41,0.0,0.0,0.0,230.42,16.0,16.0,16.0,108.95,87.16,0.0,0.0,0.0,196.11,16.0,16.0,16.0,108.95,87.16,0.0,0.0,0.0,196.11,26.0,26.0,26.0,207.96,166.37,0.0,0.0,0.0,374.33,15.0,15.0,15.0,94.96,75.97,0.0,0.0,0.0,170.93,19.0,19.0,19.0,131.36,105.09,0.0,0.0,0.0,236.45,25.0,25.0,25.0,185.96,148.77,0.0,0.0,0.0,334.73,18.0,18.0,18.0,122.26,97.81,0.0,0.0,0.0,220.07,17.0,17.0,17.0,113.16,90.53,0.0,0.0,0.0,203.69,19.0,19.0,19.0,131.36,105.09,0.0,0.0,0.0,236.45,17.0,17.0,17.0,113.16,90.53,0.0,0.0,0.0,203.69,20.0,20.0,20.0,140.46,112.37,0.0,0.0,0.0,252.83,19.0,19.0,19.0,131.36,105.09,0.0,0.0,0.0,236.45,1.6,2024-02-20,2.2313483915126624,3092.2599999999998,245.0,0,0,0.0,False,False,False,18.846153846153847,3.2875054840550924,False,False,0,414.756,False,False,230.42,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1219707-6,ATIVA,ATIVA,Y22S490224,UNIJATO,MARCA A,"1,6",3/4,CLASSE B,07/12/2023,COMERCIAL,0.0,1.0,0.0,0.0,3.0,3.0,10.0,76.29,61.03,-137.32,0.0,0.0,0.0,0.0,0.0,10.0,76.29,61.03,-137.32,0.0,0.0,0.0,998156.0,10.0,10.0,76.29,61.03,-137.32,0.0,0.0,0.0,1848.0,74.0,74.0,866.05,692.84,-1558.89,0.0,0.0,0.0,1.0,1.0,10.0,72.88,58.3,-131.18,0.0,0.0,0.0,5.0,5.0,10.0,72.88,58.3,-131.18,0.0,0.0,0.0,0.0,0.0,10.0,72.88,58.3,-131.18,0.0,0.0,0.0,1.0,1.0,10.0,72.88,58.3,-131.18,0.0,0.0,0.0,2.0,2.0,10.0,72.88,58.3,-131.18,0.0,0.0,0.0,6.0,6.0,10.0,72.88,58.3,-131.18,0.0,0.0,0.0,2.0,2.0,10.0,72.88,58.3,-131.18,0.0,0.0,0.0,2.0,2.0,10.0,72.88,58.3,-131.18,0.0,0.0,0.0,4.0,4.0,10.0,72.88,58.3,-131.18,0.0,0.0,0.0,1.6,2023-12-07,2.43668720054757,0.0,194.0,0,2,0.0,False,False,False,76925.38461538461,276795.82173554646,False,False,0,0.0,False,False,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,1.0,False,False
1219708-4,ATIVA,ATIVA,Y22S490229,UNIJATO,MARCA A,"1,6",3/4,CLASSE B,07/12/2023,INDUSTRIAL,0.0,0.0,1.0,0.0,10.0,10.0,10.0,76.82,61.46,0.0,0.0,0.0,138.28,0.0,0.0,10.0,76.82,61.46,0.0,0.0,0.0,138.28,0.0,0.0,10.0,76.82,61.46,0.0,0.0,0.0,138.28,10.0,10.0,10.0,76.82,61.46,0.0,0.0,0.0,138.28,10.0,10.0,10.0,73.39,58.71,0.0,0.0,0.0,132.1,0.0,0.0,10.0,73.39,58.71,0.0,0.0,0.0,132.1,0.0,0.0,10.0,73.39,58.71,0.0,0.0,0.0,132.1,1.0,1.0,10.0,73.39,58.71,0.0,0.0,0.0,132.1,0.0,0.0,10.0,73.39,58.71,3.52,0.0,0.0,135.62,0.0,0.0,10.0,73.39,58.71,0.0,0.0,0.0,132.1,0.0,0.0,10.0,73.39,58.71,0.0,0.0,0.0,132.1,0.0,0.0,10.0,73.39,58.71,0.0,0.0,0.0,132.1,1.0,1.0,10.0,73.39,58.71,0.0,0.0,0.0,132.1,1.6,2023-12-07,2.43668720054757,1745.5399999999995,130.0,0,8,0.0,False,False,False,2.4615384615384617,4.313068988848208,False,False,20,248.904,False,False,138.28,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1220797-7,ATIVA,ATIVA,Y22S490327,UNIJATO,MARCA A,"1,6",3/4,CLASSE B,11/12/2023,INDUSTRIAL,0.0,0.0,1.0,0.0,35.0,35.0,35.0,385.32,308.26,0.0,0.0,0.0,693.58,24.0,24.0,24.0,249.58,199.66,0.0,0.0,0.0,449.24,32.0,32.0,32.0,348.3,278.64,0.0,0.0,0.0,626.94,20.0,20.0,20.0,200.22,160.18,0.0,0.0,0.0,360.4,27.0,27.0,27.0,273.82,219.06,0.0,0.0,0.0,492.88,31.0,31.0,31.0,320.98,256.78,0.0,0.0,0.0,577.76,24.0,24.0,24.0,238.45,190.76,0.0,0.0,0.0,429.21,23.0,23.0,23.0,226.66,181.33,0.0,0.0,0.0,407.99,44.0,44.0,44.0,474.25,379.4,0.0,0.0,0.0,853.65,20.0,20.0,20.0,191.29,153.03,0.0,0.0,0.0,344.32,21.0,21.0,21.0,203.08,162.46,0.0,0.0,0.0,365.54,23.0,23.0,23.0,226.66,181.33,0.0,0.0,0.0,407.99,19.0,19.0,19.0,179.5,143.6,0.0,0.0,0.0,323.1,1.6,2023-12-11,2.425735797399042,6332.599999999999,343.0,0,0,0.0,False,False,False,26.384615384615383,7.286270897361941,False,False,0,1248.444,False,False,693.5799999999999,1.1368683772161603e-13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1220803-5,ATIVA,ATIVA,B24DM0000557,ULTRASSONICO,MARCA B,"4,0",3/4,CLASSE A,11/03/2026,INDUSTRIAL,0.0,0.0,1.0,0.0,992458.0,378.0,378.0,4617.94,3694.35,0.0,0.0,0.0,8312.29,306.0,306.0,306.0,3729.46,2983.57,0.0,0.0,0.0,6713.03,284.0,284.0,284.0,3457.98,2766.38,0.0,0.0,0.0,6224.36,261.0,261.0,261.0,3174.16,2539.33,0.0,0.0,0.0,5713.49,240.0,240.0,240.0,2785.09,2228.07,0.0,0.0,0.0,5013.16,299.0,299.0,299.0,3480.7,2784.56,0.0,0.0,0.0,6265.26,284.0,284.0,284.0,3303.85,2643.08,0.0,0.0,0.0,5946.93,187.0,187.0,187.0,2160.22,1728.18,0.0,0.0,0.0,3888.4,9942.0,474.0,474.0,5543.95,4435.16,0.0,0.0,0.0,9979.11,482.0,482.0,482.0,5638.27,4510.62,0.0,0.0,0.0,10148.89,397.0,397.0,397.0,4636.12,3708.9,0.0,0.0,0.0,8345.02,379.0,379.0,379.0,4423.9,3539.12,0.0,0.0,0.0,7963.02,534.0,534.0,534.0,6251.35,5001.08,0.0,0.0,0.0,11252.43,4.0,2026-03-11,0.17796030116358658,95765.39000000001,4505.0,0,0,-992080.0,True,False,False,77388.69230769231,274956.95463635295,True,False,50,14962.122000000003,False,True,8312.289999999999,1.8189894035458565e-12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1221956-8,ATIVA,ATIVA,A23AA0210261,UNIJATO,MARCA A,"1,5",3/4,CLASSE B,06/04/2026,RESIDENCIAL,12.0,0.0,0.0,0.0,120.0,120.0,120.0,621.24,496.99,145.69,0.0,0.0,1263.92,74.0,74.0,120.0,621.24,496.99,145.69,0.0,0.0,1263.92,48.0,48.0,120.0,621.24,496.99,145.69,0.0,0.0,1263.92,52.0,52.0,120.0,621.24,496.99,161.62,0.0,0.0,1279.85,83.0,83.0,120.0,593.52,474.82,139.18,0.0,0.0,1207.52,76.0,76.0,120.0,593.52,474.82,139.18,0.0,0.0,1207.52,94.0,94.0,120.0,593.52,474.82,139.18,0.0,0.0,1207.52,84.0,84.0,120.0,593.52,474.82,139.18,0.0,0.0,1207.52,80.0,80.0,120.0,593.52,474.82,139.18,0.0,0.0,1207.52,85.0,85.0,120.0,593.52,474.82,139.18,0.0,0.0,1207.52,111.0,111.0,120.0,593.52,474.82,139.18,0.0,0.0,1207.52,130.0,130.0,130.0,684.52,547.62,139.18,0.0,0.0,1371.32,119.0,119.0,120.0,593.52,474.82,139.18,0.0,0.0,1207.52,1.5,2026-04-06,0.10677618069815195,16103.090000000004,1570.0,0,0,0.0,False,False,False,88.92307692307692,25.253585680920438,False,False,0,2275.056,False,False,1263.92,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.0,False,False
1222626-2,ATIVA,ATIVA,Y24L094470,UNIJATO,MARCA C,"1,6",3/4,CLASSE A,19/05/2025,COMERCIAL,0.0,2.0,0.0,0.0,16.0,16.0,20.0,152.58,122.06,0.0,0.0,0.0,274.64,14.0,14.0,20.0,152.58,122.06,0.0,0.0,0.0,274.64,14.0,14.0,20.0,152.58,122.06,0.0,0.0,0.0,274.64,12.0,12.0,20.0,152.58,122.06,43.31,0.0,0.0,317.95,13.0,13.0,20.0,145.76,116.61,0.0,0.0,0.0,262.37,14.0,14.0,20.0,145.76,116.61,0.0,0.0,0.0,262.37,15.0,15.0,20.0,145.76,116.61,39.2,0.0,0.0,301.57,15.0,15.0,20.0,145.76,116.61,0.0,0.0,0.0,262.37,17.0,17.0,20.0,145.76,116.61,0.0,0.0,0.0,262.37,17.0,17.0,20.0,145.76,116.61,0.0,0.0,0.0,262.37,15.0,15.0,20.0,145.76,116.61,6.21,0.0,0.0,268.58,15.0,15.0,20.0,145.76,116.61,18.21,0.0,0.0,280.58,14.0,14.0,20.0,145.76,116.61,0.0,0.0,0.0,262.37,1.6,2025-05-19,0.9883641341546886,3566.8199999999993,260.0,0,0,0.0,False,False,False,14.692307692307692,1.4366984945013914,False,False,0,494.352,False,False,274.64,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False
1222995-4,ATIVA,ATIVA,Y24L094577,UNIJATO,MARCA C,"1,6",3/4,CLASSE A,16/07/2025,RESIDENCIAL,1.0,0.0,0.0,0.0,14.0,14.0,14.0,89.89,71.91,0.0,0.0,0.0,161.8,10.0,10.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,10.0,10.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,10.0,10.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,18.0,18.0,18.0,122.26,97.81,0.0,0.0,0.0,220.07,74.0,74.0,74.0,877.57,702.06,-1153.82,0.0,0.0,425.81,9.0,9.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,9.0,9.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,10.0,10.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,7.0,7.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,9.0,9.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,9.0,9.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,10.0,10.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,1.6,2025-07-16,0.8295687885010267,1710.4599999999998,206.0,0,0,0.0,False,False,False,15.307692307692308,17.84836414252305,False,False,0,291.24,False,False,161.8,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1225506-8,ATIVA,ATIVA,A23AA0210810,MULTIJATO,MARCA A,"1,5",3/4,CLASSE B,07/12/2023,COMERCIAL,0.0,1.0,0.0,0.0,29.0,29.0,29.0,310.75,248.6,0.0,0.0,0.0,559.35,19.0,19.0,19.0,187.35,149.88,0.0,0.0,0.0,337.23,24.0,24.0,24.0,249.05,199.24,0.0,0.0,0.0,448.29,24.0,24.0,24.0,249.05,199.24,0.0,0.0,0.0,448.29,31.0,31.0,31.0,320.47,256.38,0.0,0.0,0.0,576.85,27.0,27.0,27.0,273.31,218.65,0.0,0.0,0.0,491.96,31.0,31.0,31.0,320.47,256.38,0.0,0.0,0.0,576.85,36.0,36.0,36.0,379.42,303.54,0.0,0.0,0.0,682.96,25.0,25.0,25.0,249.73,199.78,0.0,0.0,0.0,449.51,22.0,22.0,22.0,214.36,171.49,0.0,0.0,0.0,385.85,22.0,22.0,22.0,214.36,171.49,0.0,0.0,0.0,385.85,20.0,20.0,20.0,190.78,152.62,0.0,0.0,0.0,343.4,25.0,25.0,25.0,249.73,199.78,0.0,0.0,0.0,449.51,1.5,2023-12-07,2.43668720054757,6135.9000000000015,335.0,0,0,0.0,False,False,False,25.76923076923077,4.8845649098946735,False,False,0,1006.83,False,False,559.35,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1225548-3,CORTADA RAMAL,ATIVA,,,,,nan,,,INDUSTRIAL,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,13,13,0.0,False,False,False,,,False,True,20,0.0,False,False,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1.0,False,False
1226440-7,ATIVA,ATIVA,Y22S490361,UNIJATO,MARCA A,"1,6",3/4,CLASSE B,27/03/2024,RESIDENCIAL,1.0,0.0,0.0,0.0,18.0,18.0,18.0,128.01,102.41,0.0,0.0,0.0,230.42,4.0,4.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,10.0,10.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,999977.0,10.0,10.0,51.77,41.42,13.48,0.0,0.0,106.67,10.0,10.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,10.0,10.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,10.0,10.0,10.0,49.46,39.57,11.6,0.0,0.0,100.63,10.0,10.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,10.0,10.0,10.0,49.46,39.57,3.74,0.0,0.0,92.77,10.0,10.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,10.0,10.0,10.0,49.46,39.57,7.26,0.0,0.0,96.29,10.0,10.0,10.0,49.46,39.57,4.63,0.0,0.0,93.66,10.0,10.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,1.6,2024-03-27,2.132785763175907,1351.97,138.0,0,0,0.0,False,False,False,76930.69230769231,277340.8993493341,False,False,0,414.756,False,False,230.42,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1226991-3,ATIVA,ATIVA,Y24L094618,UNIJATO,MARCA C,"1,6",3/4,CLASSE A,16/07/2025,RESIDENCIAL,1.0,0.0,0.0,0.0,11.0,11.0,11.0,61.3,49.04,2.59,0.0,0.0,112.93,11.0,11.0,11.0,61.3,49.04,0.0,0.0,0.0,110.34,12.0,12.0,12.0,70.83,56.66,0.0,0.0,0.0,127.49,11.0,11.0,11.0,61.3,49.04,2.81,0.0,0.0,113.15,10.0,10.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,13.0,13.0,13.0,76.76,61.41,0.0,0.0,0.0,138.17,11.0,11.0,11.0,58.56,46.85,2.22,0.0,0.0,107.63,13.0,13.0,13.0,76.76,61.41,2.25,0.0,0.0,140.42,11.0,11.0,11.0,58.56,46.85,0.0,0.0,0.0,105.41,11.0,11.0,11.0,58.56,46.85,0.0,0.0,0.0,105.41,10.0,10.0,10.0,49.46,39.57,1.9,0.0,0.0,90.93,8.0,8.0,10.0,49.46,39.57,2.26,0.0,0.0,91.29,10.0,10.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,1.6,2025-07-16,0.8295687885010267,1421.23,144.0,0,0,0.0,False,False,False,10.923076923076923,1.3204505835470497,False,False,0,203.274,False,False,112.93,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1229121-8,ATIVA,ATIVA,Y21S506372,UNIJATO,MARCA A,"1,6",3/4,CLASSE B,21/09/2022,RESIDENCIAL,1.0,0.0,0.0,0.0,35.0,35.0,35.0,327.12,261.7,28.66,0.0,0.0,617.48,40.0,40.0,40.0,393.32,314.66,0.0,0.0,0.0,707.98,44.0,44.0,44.0,446.28,357.02,56.68,0.0,0.0,859.98,44.0,44.0,44.0,446.28,357.02,31.88,0.0,0.0,835.18,79.0,79.0,79.0,955.77,764.62,0.0,0.0,0.0,1720.39,41.0,41.0,41.0,388.36,310.69,26.97,0.0,0.0,726.02,38.0,38.0,38.0,350.41,280.33,23.4,0.0,0.0,654.14,42.0,42.0,42.0,401.01,320.81,25.8,0.0,0.0,747.62,42.0,42.0,42.0,401.01,320.81,20.73,0.0,0.0,742.55,38.0,38.0,38.0,350.41,280.33,25.55,0.0,0.0,656.29,40.0,40.0,40.0,375.71,300.57,27.5,0.0,0.0,703.78,35.0,35.0,35.0,312.46,249.97,30.3,0.0,0.0,592.73,41.0,41.0,41.0,388.36,310.69,24.6,0.0,0.0,723.65,1.6,2022-09-21,3.646817248459959,10287.79,559.0,0,0,0.0,False,False,False,43.0,11.195237082497776,False,False,0,1111.464,False,False,617.4799999999999,1.1368683772161603e-13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1229127-7,ATIVA,ATIVA,Y21S227088,UNIJATO,MARCA A,"1,6",3/4,CLASSE B,18/05/2022,RESIDENCIAL,1.0,0.0,0.0,0.0,11.0,11.0,11.0,61.3,49.04,145.69,0.0,0.0,256.03,9.0,9.0,10.0,51.77,41.42,145.69,0.0,0.0,238.88,12.0,12.0,12.0,70.83,56.66,145.69,0.0,0.0,273.18,7.0,7.0,10.0,51.77,41.42,139.18,0.0,0.0,232.37,15.0,15.0,15.0,94.96,75.97,139.18,0.0,0.0,310.11,10.0,10.0,10.0,49.46,39.57,139.18,0.0,0.0,228.21,8.0,8.0,10.0,49.46,39.57,139.18,0.0,0.0,228.21,9.0,9.0,10.0,49.46,39.57,139.18,0.0,0.0,228.21,11.0,11.0,11.0,58.56,46.85,139.18,0.0,0.0,244.59,12.0,12.0,12.0,67.66,54.13,139.18,0.0,0.0,260.97,19.0,19.0,19.0,131.36,105.09,139.18,0.0,0.0,375.63,13.0,13.0,13.0,76.76,61.41,139.18,0.0,0.0,277.35,12.0,12.0,12.0,67.66,54.13,139.18,0.0,0.0,260.97,1.6,2022-05-18,3.991786447638604,3414.71,155.0,0,0,0.0,False,False,False,11.384615384615385,3.1500915737605033,False,False,0,460.8539999999999,False,False,256.03,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1229132-3,ATIVA,ATIVA,Y22S490727,UNIJATO,MARCA A,"1,6",3/4,CLASSE B,14/05/2024,RESIDENCIAL,1.0,0.0,0.0,0.0,19.0,19.0,19.0,137.54,110.03,0.0,0.0,0.0,247.57,18.0,18.0,18.0,128.01,102.41,0.0,0.0,0.0,230.42,17.0,17.0,17.0,118.48,94.78,0.0,0.0,0.0,213.26,25.0,25.0,25.0,194.72,155.78,0.0,0.0,0.0,350.5,17.0,17.0,17.0,113.16,90.53,5.14,0.0,0.0,208.83,17.0,17.0,17.0,113.16,90.53,0.0,0.0,0.0,203.69,20.0,20.0,20.0,140.46,112.37,0.0,0.0,0.0,252.83,18.0,18.0,18.0,122.26,97.81,0.0,0.0,0.0,220.07,18.0,18.0,18.0,122.26,97.81,0.0,0.0,0.0,220.07,15.0,15.0,15.0,94.96,75.97,0.0,0.0,0.0,170.93,18.0,18.0,18.0,122.26,97.81,0.0,0.0,0.0,220.07,15.0,15.0,15.0,94.96,75.97,0.0,0.0,0.0,170.93,16.0,16.0,16.0,104.06,83.25,0.0,0.0,0.0,187.31,1.6,2024-05-14,2.001368925393566,2896.4799999999996,233.0,0,0,0.0,False,False,False,17.923076923076923,2.564551242795331,False,False,0,445.626,False,False,247.57,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1229243-5,ATIVA,ATIVA,Y24L183794,UNIJATO,MARCA C,"1,6",3/4,CLASSE A,17/03/2025,RESIDENCIAL,1.0,0.0,0.0,0.0,0.0,0.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,0.0,0.0,10.0,51.77,41.42,3.33,0.0,0.0,96.52,8.0,8.0,10.0,51.77,41.42,8.08,0.0,0.0,101.27,19.0,19.0,19.0,137.54,110.03,0.0,0.0,0.0,247.57,9.0,9.0,10.0,49.46,39.57,11.89,0.0,0.0,100.92,9.0,9.0,10.0,49.46,39.57,3.81,0.0,0.0,92.84,12.0,12.0,12.0,67.66,54.13,0.0,0.0,0.0,121.79,14.0,14.0,14.0,85.86,68.69,0.0,0.0,0.0,154.55,10.0,10.0,10.0,49.46,39.57,59.86,0.0,0.0,148.89,4.0,4.0,10.0,49.46,39.57,1.81,0.0,0.0,90.84,2.0,2.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,0.0,0.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,998785.0,10.0,10.0,49.46,39.57,46.01,0.0,0.0,135.04,1.6,2025-03-17,1.160848733744011,1561.4799999999998,145.0,0,3,0.0,False,False,True,76836.30769230769,277011.10701780673,False,False,50,167.742,False,False,93.19,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
1230191-4,ATIVA,ATIVA,Y19S042870,UNIJATO,MARCA D,"1,6",3/4,CLASSE B,03/02/2020,RESIDENCIAL,1.0,0.0,0.0,0.0,15.0,15.0,15.0,99.42,79.54,145.69,0.0,0.0,324.65,14.0,14.0,14.0,89.89,71.91,145.69,0.0,0.0,307.49,16.0,16.0,16.0,108.95,87.16,145.69,0.0,0.0,341.8,18.0,18.0,18.0,128.01,102.41,139.18,0.0,0.0,369.6,12.0,12.0,12.0,67.66,54.13,139.18,0.0,0.0,260.97,15.0,15.0,15.0,94.96,75.97,139.18,0.0,0.0,310.11,13.0,13.0,13.0,76.76,61.41,139.18,0.0,0.0,277.35,13.0,13.0,13.0,76.76,61.41,139.18,0.0,0.0,277.35,13.0,13.0,13.0,76.76,61.41,139.18,0.0,0.0,277.35,13.0,13.0,13.0,76.76,61.41,139.18,0.0,0.0,277.35,14.0,14.0,14.0,85.86,68.69,139.18,0.0,0.0,293.73,20.0,20.0,20.0,140.46,112.37,139.18,0.0,0.0,392.01,15.0,15.0,15.0,94.96,75.97,139.18,0.0,0.0,310.11,1.6,2020-02-03,6.277891854893908,4019.8699999999994,191.0,0,0,0.0,False,False,False,14.692307692307692,2.250356097177192,False,False,10,584.37,False,False,324.65,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False
